Sample Id	NKX2-1: Putative copy-number alterations from GISTIC	OXA1L: mRNA Expression, RSEM (Batch normalized from Illumina HiSeq_RNASeqV2) (log2(value + 1))	Copy Number Alterations
TCGA-E9-A1N6-01	Gain	1333.97	NKX2-1: Gain
TCGA-E9-A1NF-01	Gain	1871.08	NKX2-1: Gain
TCGA-E9-A1NI-01	Gain	2893.12	NKX2-1: Gain
TCGA-E9-A1R4-01	Gain	1656.82	NKX2-1: Gain
TCGA-E9-A1RC-01	Gain	1988.1	NKX2-1: Gain
TCGA-E9-A1RE-01	Gain	632.731	NKX2-1: Gain
TCGA-E9-A1RF-01	Gain	2996.13	NKX2-1: Gain
TCGA-E9-A1RG-01	Gain	2435.3	NKX2-1: Gain
TCGA-E9-A1RH-01	Gain	2105.46	NKX2-1: Gain
TCGA-E9-A22E-01	Gain	2817.3	NKX2-1: Gain
TCGA-E9-A244-01	Gain	3344.01	NKX2-1: Gain
TCGA-E9-A247-01	Gain	2181.02	NKX2-1: Gain
TCGA-E9-A248-01	Gain	2223.37	NKX2-1: Gain
TCGA-E9-A295-01	Gain	3003.74	NKX2-1: Gain
TCGA-E9-A2JS-01	Gain	2642.88	NKX2-1: Gain
TCGA-E9-A54Y-01	Gain	2725.71	NKX2-1: Gain
TCGA-E9-A5FK-01	Gain	2777.19	NKX2-1: Gain
TCGA-E9-A5FL-01	Gain	4434.11	NKX2-1: Gain
TCGA-E9-A5UP-01	Gain	1859.82	NKX2-1: Gain
TCGA-EW-A1IY-01	Gain	3195.44	NKX2-1: Gain
TCGA-EW-A1OY-01	Gain	3518.86	NKX2-1: Gain
TCGA-EW-A1OZ-01	Gain	5851.54	NKX2-1: Gain
TCGA-EW-A1P3-01	Gain	3354.52	NKX2-1: Gain
TCGA-EW-A1PC-01	Gain	2723.66	NKX2-1: Gain
TCGA-EW-A1PG-01	Gain	1882.87	NKX2-1: Gain
TCGA-EW-A2FS-01	Gain	3555.06	NKX2-1: Gain
TCGA-EW-A2FV-01	Gain	2461.32	NKX2-1: Gain
TCGA-EW-A6SA-01	Gain	2216.5	NKX2-1: Gain
TCGA-EW-A6SD-01	Gain	3612.44	NKX2-1: Gain
TCGA-GM-A2DB-01	Gain	4096.94	NKX2-1: Gain
TCGA-LD-A7W5-01	Gain	1636.42	NKX2-1: Gain
TCGA-LL-A5YM-01	Gain	3216.41	NKX2-1: Gain
TCGA-LL-A5YN-01	Gain	2565.83	NKX2-1: Gain
TCGA-LL-A5YO-01	Gain	2889.72	NKX2-1: Gain
TCGA-LL-A6FQ-01	Gain	2935.94	NKX2-1: Gain
TCGA-MS-A51U-01	Gain	2544.08	NKX2-1: Gain
TCGA-OL-A5RW-01	Gain	2862.38	NKX2-1: Gain
TCGA-OL-A6VR-01	Gain	5251.29	NKX2-1: Gain
TCGA-OL-A97C-01	Gain	2195.14	NKX2-1: Gain
TCGA-PE-A5DC-01	Gain	2121.26	NKX2-1: Gain
TCGA-S3-A6ZF-01	Gain	1585.41	NKX2-1: Gain
TCGA-S3-A6ZG-01	Gain	1889.78	NKX2-1: Gain
TCGA-UL-AAZ6-01	Gain	2493.55	NKX2-1: Gain
TCGA-WT-AB44-01	Gain	3480.35	NKX2-1: Gain
TCGA-Z7-A8R6-01	Gain	3066.38	NKX2-1: Gain
TCGA-BI-A0VS-01	Gain	1944.71	NKX2-1: Gain
TCGA-C5-A1BL-01	Gain	1485.79	NKX2-1: Gain
TCGA-C5-A1M6-01	Gain	2124.18	NKX2-1: Gain
TCGA-C5-A1MH-01	Gain	1935.71	NKX2-1: Gain
TCGA-C5-A1MI-01	Gain	1993.4	NKX2-1: Gain
TCGA-C5-A2LT-01	Gain	3153.33	NKX2-1: Gain
TCGA-C5-A2LV-01	Gain	4644.77	NKX2-1: Gain
TCGA-C5-A7CH-01	Gain	2711.52	NKX2-1: Gain
TCGA-C5-A7X8-01	Gain	2167.66	NKX2-1: Gain
TCGA-C5-A8XH-01	Gain	3746.29	NKX2-1: Gain
TCGA-DS-A7WI-01	Gain	3397.58	NKX2-1: Gain
TCGA-EA-A1QS-01	Gain	1536.65	NKX2-1: Gain
TCGA-EA-A3QE-01	Gain	2144.61	NKX2-1: Gain
TCGA-EA-A439-01	Gain	1723.63	NKX2-1: Gain
TCGA-EA-A43B-01	Gain	2244.04	NKX2-1: Gain
TCGA-EA-A5O9-01	Gain	1448.68	NKX2-1: Gain
TCGA-EA-A5ZF-01	Gain	1559.57	NKX2-1: Gain
TCGA-EA-A97N-01	Gain	2516.78	NKX2-1: Gain
TCGA-EK-A2PI-01	Gain	2436.58	NKX2-1: Gain
TCGA-EK-A2R7-01	Gain	2866.01	NKX2-1: Gain
TCGA-EK-A2RM-01	Gain	1939.59	NKX2-1: Gain
TCGA-EX-A3L1-01	Gain	1981.77	NKX2-1: Gain
TCGA-FU-A3NI-01	Gain	2162.14	NKX2-1: Gain
TCGA-IR-A3L7-01	Gain	2458.76	NKX2-1: Gain
TCGA-JW-A69B-01	Gain	3383.94	NKX2-1: Gain
TCGA-JX-A3Q8-01	Gain	2604.22	NKX2-1: Gain
TCGA-LP-A5U3-01	Gain	1769.08	NKX2-1: Gain
TCGA-MA-AA3X-01	Gain	1876.09	NKX2-1: Gain
TCGA-MA-AA43-01	Gain	2985.01	NKX2-1: Gain
TCGA-MY-A5BD-01	Gain	2027.03	NKX2-1: Gain
TCGA-MY-A913-01	Gain	2835.28	NKX2-1: Gain
TCGA-Q1-A6DT-01	Gain	2025.04	NKX2-1: Gain
TCGA-VS-A8EC-01	Gain	2872.37	NKX2-1: Gain
TCGA-VS-A8EH-01	Gain	2265.24	NKX2-1: Gain
TCGA-VS-A8EJ-01	Gain	2147.79	NKX2-1: Gain
TCGA-VS-A94W-01	Gain	1945.63	NKX2-1: Gain
TCGA-VS-A953-01	Gain	3287.12	NKX2-1: Gain
TCGA-VS-A9UD-01	Gain	2690.35	NKX2-1: Gain
TCGA-VS-A9UH-01	Gain	1929.74	NKX2-1: Gain
TCGA-VS-A9UI-01	Gain	2067.03	NKX2-1: Gain
TCGA-VS-A9UU-01	Gain	2694.29	NKX2-1: Gain
TCGA-XS-A8TJ-01	Gain	2458.74	NKX2-1: Gain
TCGA-ZJ-AAXA-01	Gain	2497.91	NKX2-1: Gain
TCGA-ZJ-AAXD-01	Gain	3068.74	NKX2-1: Gain
TCGA-3X-AAVB-01	Gain	2013.37	NKX2-1: Gain
TCGA-ZH-A8Y5-01	Gain	1851.29	NKX2-1: Gain
TCGA-A6-2674-01	Gain	2599.977565	NKX2-1: Gain
TCGA-A6-2681-01	Gain	2957.955465	NKX2-1: Gain
TCGA-A6-2686-01	Gain	2711.36	NKX2-1: Gain
TCGA-A6-5667-01	Gain	2362.27	NKX2-1: Gain
TCGA-A6-6648-01	Gain	1928.08	NKX2-1: Gain
TCGA-A6-6780-01	Gain	3191.3	NKX2-1: Gain
TCGA-AA-3538-01	Gain	1942.279362	NKX2-1: Gain
TCGA-AA-3542-01	Gain	2814.089396	NKX2-1: Gain
TCGA-AA-3660-01	Gain	2255.56	NKX2-1: Gain
TCGA-AA-3851-01	Gain	2239.484621	NKX2-1: Gain
TCGA-AA-3852-01	Gain	3518.118088	NKX2-1: Gain
TCGA-AA-3941-01	Gain	3064.99193	NKX2-1: Gain
TCGA-AA-3952-01	Gain	3241.853675	NKX2-1: Gain
TCGA-AA-3966-01	Gain	2825.028984	NKX2-1: Gain
TCGA-AA-A00D-01	Gain	2895.502135	NKX2-1: Gain
TCGA-AA-A01D-01	Gain	2764.442936	NKX2-1: Gain
TCGA-AA-A02O-01	Gain	3768.99446	NKX2-1: Gain
TCGA-AD-6890-01	Gain	2386.52	NKX2-1: Gain
TCGA-AD-6965-01	Gain	1637.4	NKX2-1: Gain
TCGA-AF-2690-01	Gain	2973.04	NKX2-1: Gain
TCGA-AF-6136-01	Gain	3550.25	NKX2-1: Gain
TCGA-AF-6672-01	Gain	1504.97	NKX2-1: Gain
TCGA-AG-3587-01	Gain	3294.458717	NKX2-1: Gain
TCGA-AG-3882-01	Gain	1748.885649	NKX2-1: Gain
TCGA-AG-3999-01	Gain	1971.871771	NKX2-1: Gain
TCGA-AG-A01L-01	Gain	2657.283185	NKX2-1: Gain
TCGA-AG-A01Y-01	Gain	3465.802844	NKX2-1: Gain
TCGA-AY-6196-01	Gain	1867.35	NKX2-1: Gain
TCGA-AZ-6607-01	Gain	1855.25	NKX2-1: Gain
TCGA-CA-5254-01	Gain	3282.13	NKX2-1: Gain
TCGA-CA-6719-01	Gain	2500.23	NKX2-1: Gain
TCGA-CK-5915-01	Gain	2767.76	NKX2-1: Gain
TCGA-CM-5863-01	Gain	2250.06	NKX2-1: Gain
TCGA-CM-5864-01	Gain	2700.27	NKX2-1: Gain
TCGA-CM-6678-01	Gain	4012.18	NKX2-1: Gain
TCGA-D5-5539-01	Gain	3066.59	NKX2-1: Gain
TCGA-D5-6538-01	Gain	3735.13	NKX2-1: Gain
TCGA-DM-A285-01	Gain	1254.67	NKX2-1: Gain
TCGA-DM-A28M-01	Gain	4011.27	NKX2-1: Gain
TCGA-EI-6512-01	Gain	2570.99	NKX2-1: Gain
TCGA-EI-6885-01	Gain	2355.65	NKX2-1: Gain
TCGA-F4-6704-01	Gain	3022.01	NKX2-1: Gain
TCGA-G4-6307-01	Gain	2745.12	NKX2-1: Gain
TCGA-G4-6626-01	Gain	3798.68	NKX2-1: Gain
TCGA-G4-6627-01	Gain	2031.06	NKX2-1: Gain
TCGA-NH-A6GC-01	Gain	2198.59	NKX2-1: Gain
TCGA-QG-A5YW-01	Gain	3499.95	NKX2-1: Gain
TCGA-FF-8042-01	Gain	5138.24	NKX2-1: Gain
TCGA-GR-7353-01	Gain	7817.87	NKX2-1: Gain
TCGA-2H-A9GF-01	Gain	2756.893059	NKX2-1: Gain
TCGA-2H-A9GL-01	Gain	1672.515707	NKX2-1: Gain
TCGA-2H-A9GR-01	Gain	2390.610936	NKX2-1: Gain
TCGA-IG-A3Y9-01	Gain	2220.064416	NKX2-1: Gain
TCGA-IG-A3YA-01	Gain	1526.508571	NKX2-1: Gain
TCGA-IG-A4P3-01	Gain	1725.536578	NKX2-1: Gain
TCGA-IG-A50L-01	Gain	1613.190979	NKX2-1: Gain
TCGA-IG-A6QS-01	Gain	2536.512715	NKX2-1: Gain
TCGA-IG-A97I-01	Gain	2157.306809	NKX2-1: Gain
TCGA-JY-A93C-01	Gain	3181.578036	NKX2-1: Gain
TCGA-L5-A43C-01	Gain	1966.180571	NKX2-1: Gain
TCGA-L5-A43E-01	Gain	2465.028042	NKX2-1: Gain
TCGA-L5-A43J-01	Gain	2064.329324	NKX2-1: Gain
TCGA-L5-A4OR-01	Gain	2918.905667	NKX2-1: Gain
TCGA-L5-A4OX-01	Gain	1782.32396	NKX2-1: Gain
TCGA-L5-A8NG-01	Gain	1570.521425	NKX2-1: Gain
TCGA-L5-A8NN-01	Gain	2705.461321	NKX2-1: Gain
TCGA-L5-A8NQ-01	Gain	1665.491912	NKX2-1: Gain
TCGA-L5-A8NS-01	Gain	1698.635444	NKX2-1: Gain
TCGA-LN-A49K-01	Gain	2281.434824	NKX2-1: Gain
TCGA-LN-A49S-01	Gain	1637.747922	NKX2-1: Gain
TCGA-LN-A49U-01	Gain	1378.490873	NKX2-1: Gain
TCGA-LN-A49V-01	Gain	1979.534561	NKX2-1: Gain
TCGA-LN-A4A1-01	Gain	1456.428657	NKX2-1: Gain
TCGA-LN-A4A4-01	Gain	3024.63134	NKX2-1: Gain
TCGA-LN-A4A9-01	Gain	1022.182539	NKX2-1: Gain
TCGA-LN-A4MR-01	Gain	1315.680588	NKX2-1: Gain
TCGA-LN-A5U6-01	Gain	1458.000231	NKX2-1: Gain
TCGA-LN-A7HX-01	Gain	1809.497266	NKX2-1: Gain
TCGA-LN-A7HY-01	Gain	3122.595719	NKX2-1: Gain
TCGA-LN-A7HZ-01	Gain	3942.3077	NKX2-1: Gain
TCGA-LN-A8HZ-01	Gain	2578.813519	NKX2-1: Gain
TCGA-LN-A9FO-01	Gain	2075.751771	NKX2-1: Gain
TCGA-LN-A9FP-01	Gain	1702.472192	NKX2-1: Gain
TCGA-LN-A9FQ-01	Gain	1485.533507	NKX2-1: Gain
TCGA-LN-A9FR-01	Gain	1180.182805	NKX2-1: Gain
TCGA-R6-A6DN-01	Gain	1927.918448	NKX2-1: Gain
TCGA-R6-A6XG-01	Gain	3968.576693	NKX2-1: Gain
TCGA-R6-A6Y0-01	Gain	1413.126962	NKX2-1: Gain
TCGA-S8-A6BV-01	Gain	1605.324329	NKX2-1: Gain
TCGA-S8-A6BW-01	Gain	1875.626295	NKX2-1: Gain
TCGA-V5-AASX-01	Gain	2287.299693	NKX2-1: Gain
TCGA-VR-A8EW-01	Gain	1440.361727	NKX2-1: Gain
TCGA-VR-A8EZ-01	Gain	4012.466631	NKX2-1: Gain
TCGA-VR-AA4D-01	Gain	2738.455597	NKX2-1: Gain
TCGA-VR-AA7B-01	Gain	2694.214469	NKX2-1: Gain
TCGA-VR-AA7D-01	Gain	1698.77592	NKX2-1: Gain
TCGA-XP-A8T6-01	Gain	1569.968302	NKX2-1: Gain
TCGA-XP-A8T8-01	Gain	1372.151899	NKX2-1: Gain
TCGA-Z6-A8JD-01	Gain	2334.806885	NKX2-1: Gain
TCGA-Z6-A9VB-01	Gain	2107.306169	NKX2-1: Gain
TCGA-ZR-A9CJ-01	Gain	2189.844539	NKX2-1: Gain
TCGA-06-2569-01	Gain	3721.53	NKX2-1: Gain
TCGA-08-0386-01	Gain	1884.18	NKX2-1: Gain
TCGA-12-0619-01	Gain	1585.04	NKX2-1: Gain
TCGA-16-0846-01	Gain	1907.74	NKX2-1: Gain
TCGA-19-2620-01	Gain	2194.14	NKX2-1: Gain
TCGA-32-2632-01	Gain	1696.05	NKX2-1: Gain
TCGA-BA-5555-01	Gain	2278.51	NKX2-1: Gain
TCGA-BA-6870-01	Gain	2459.88	NKX2-1: Gain
TCGA-BA-6872-01	Gain	2974.2	NKX2-1: Gain
TCGA-BA-6873-01	Gain	3415.82	NKX2-1: Gain
TCGA-BA-7269-01	Gain	1307.55	NKX2-1: Gain
TCGA-BA-A4IF-01	Gain	2362.49	NKX2-1: Gain
TCGA-BA-A4II-01	Gain	1802.85	NKX2-1: Gain
TCGA-BA-A6DA-01	Gain	2312.7	NKX2-1: Gain
TCGA-BA-A6DG-01	Gain	2445.28	NKX2-1: Gain
TCGA-BA-A6DL-01	Gain	4052.39	NKX2-1: Gain
TCGA-BA-A8YP-01	Gain	2707.37	NKX2-1: Gain
TCGA-BB-8601-01	Gain	3579.11	NKX2-1: Gain
TCGA-BB-A5HU-01	Gain	2197.74	NKX2-1: Gain
TCGA-BB-A5HY-01	Gain	3446.82	NKX2-1: Gain
TCGA-BB-A5HZ-01	Gain	2367.41	NKX2-1: Gain
TCGA-BB-A6UO-01	Gain	3203.85	NKX2-1: Gain
TCGA-C9-A47Z-01	Gain	1951.9	NKX2-1: Gain
TCGA-C9-A480-01	Gain	1785.87	NKX2-1: Gain
TCGA-CN-4723-01	Gain	2842.75	NKX2-1: Gain
TCGA-CN-4730-01	Gain	4031.84	NKX2-1: Gain
TCGA-CN-4738-01	Gain	1943.17	NKX2-1: Gain
TCGA-CN-5356-01	Gain	1929.23	NKX2-1: Gain
TCGA-CN-5363-01	Gain	3009.51	NKX2-1: Gain
TCGA-CN-5366-01	Gain	1382.76	NKX2-1: Gain
TCGA-CN-5367-01	Gain	2599.72	NKX2-1: Gain
TCGA-CN-6994-01	Gain	1338.52	NKX2-1: Gain
TCGA-CN-A499-01	Gain	1743.25	NKX2-1: Gain
TCGA-CN-A49A-01	Gain	1167.19	NKX2-1: Gain
TCGA-CN-A63T-01	Gain	2708.72	NKX2-1: Gain
TCGA-CN-A63W-01	Gain	2312.89	NKX2-1: Gain
TCGA-CQ-5323-01	Gain	1798.69	NKX2-1: Gain
TCGA-CQ-5326-01	Gain	1556.16	NKX2-1: Gain
TCGA-CQ-5330-01	Gain	2090.75	NKX2-1: Gain
TCGA-CQ-5334-01	Gain	2078.83	NKX2-1: Gain
TCGA-CQ-6220-01	Gain	1991.67	NKX2-1: Gain
TCGA-CQ-6224-01	Gain	2141.9	NKX2-1: Gain
TCGA-CQ-6225-01	Gain	2912.22	NKX2-1: Gain
TCGA-CQ-6227-01	Gain	1779.66	NKX2-1: Gain
TCGA-CQ-6229-01	Gain	2157.75	NKX2-1: Gain
TCGA-CQ-7067-01	Gain	1870.18	NKX2-1: Gain
TCGA-CQ-7069-01	Gain	1211.33	NKX2-1: Gain
TCGA-CQ-7072-01	Gain	1868.06	NKX2-1: Gain
TCGA-CQ-A4C6-01	Gain	2609.83	NKX2-1: Gain
TCGA-CQ-A4CE-01	Gain	1957.27	NKX2-1: Gain
TCGA-CQ-A4CG-01	Gain	1996.37	NKX2-1: Gain
TCGA-CR-6474-01	Gain	2335.75	NKX2-1: Gain
TCGA-CR-6477-01	Gain	1656.93	NKX2-1: Gain
TCGA-CR-6488-01	Gain	2073.29	NKX2-1: Gain
TCGA-CR-7370-01	Gain	2540.03	NKX2-1: Gain
TCGA-CR-7372-01	Gain	2016.63	NKX2-1: Gain
TCGA-CR-7377-01	Gain	1784.31	NKX2-1: Gain
TCGA-CR-7379-01	Gain	2223.74	NKX2-1: Gain
TCGA-CR-7380-01	Gain	2734.12	NKX2-1: Gain
TCGA-CR-7383-01	Gain	3300.15	NKX2-1: Gain
TCGA-CR-7390-01	Gain	1668.71	NKX2-1: Gain
TCGA-CV-5430-01	Gain	2999.96	NKX2-1: Gain
TCGA-CV-5432-01	Gain	3165.93	NKX2-1: Gain
TCGA-CV-5439-01	Gain	2293.7	NKX2-1: Gain
TCGA-CV-5440-01	Gain	3280.37	NKX2-1: Gain
TCGA-CV-5444-01	Gain	2443.5	NKX2-1: Gain
TCGA-CV-5970-01	Gain	1511.25	NKX2-1: Gain
TCGA-CV-5973-01	Gain	1832.89	NKX2-1: Gain
TCGA-CV-5977-01	Gain	3225.94	NKX2-1: Gain
TCGA-CV-6003-01	Gain	2162.74	NKX2-1: Gain
TCGA-CV-6934-01	Gain	2400.55	NKX2-1: Gain
TCGA-CV-6940-01	Gain	1473.86	NKX2-1: Gain
TCGA-CV-6941-01	Gain	2509.2	NKX2-1: Gain
TCGA-CV-6942-01	Gain	3335.75	NKX2-1: Gain
TCGA-CV-6945-01	Gain	1047.37	NKX2-1: Gain
TCGA-CV-6950-01	Gain	2512.76	NKX2-1: Gain
TCGA-CV-6954-01	Gain	2475.02	NKX2-1: Gain
TCGA-CV-6962-01	Gain	4367.02	NKX2-1: Gain
TCGA-CV-7090-01	Gain	2481.36	NKX2-1: Gain
TCGA-CV-7091-01	Gain	2658.02	NKX2-1: Gain
TCGA-CV-7095-01	Gain	2063.84	NKX2-1: Gain
TCGA-CV-7101-01	Gain	2450.83	NKX2-1: Gain
TCGA-CV-7178-01	Gain	3316.6	NKX2-1: Gain
TCGA-CV-7180-01	Gain	1231.74	NKX2-1: Gain
TCGA-CV-7238-01	Gain	2286	NKX2-1: Gain
TCGA-CV-7243-01	Gain	1877.5	NKX2-1: Gain
TCGA-CV-7245-01	Gain	1117.21	NKX2-1: Gain
TCGA-CV-7248-01	Gain	2126.01	NKX2-1: Gain
TCGA-CV-7255-01	Gain	1960.17	NKX2-1: Gain
TCGA-CV-7407-01	Gain	2329.76	NKX2-1: Gain
TCGA-CV-7409-01	Gain	2139.13	NKX2-1: Gain
TCGA-CV-7415-01	Gain	1566.14	NKX2-1: Gain
TCGA-CV-7416-01	Gain	2073.53	NKX2-1: Gain
TCGA-CV-7418-01	Gain	2694.11	NKX2-1: Gain
TCGA-CV-7422-01	Gain	2196.08	NKX2-1: Gain
TCGA-CV-7429-01	Gain	2185.69	NKX2-1: Gain
TCGA-CV-7434-01	Gain	2209.05	NKX2-1: Gain
TCGA-CV-7437-01	Gain	2186.04	NKX2-1: Gain
TCGA-CV-7440-01	Gain	2938.78	NKX2-1: Gain
TCGA-CV-A45Q-01	Gain	3344.12	NKX2-1: Gain
TCGA-CV-A45U-01	Gain	2071.43	NKX2-1: Gain
TCGA-CV-A6JM-01	Gain	2450.66	NKX2-1: Gain
TCGA-CV-A6K0-01	Gain	1977.28	NKX2-1: Gain
TCGA-CX-7219-01	Gain	2175.71	NKX2-1: Gain
TCGA-D6-6516-01	Gain	2135.52	NKX2-1: Gain
TCGA-D6-6823-01	Gain	2583.43	NKX2-1: Gain
TCGA-D6-6825-01	Gain	2170.48	NKX2-1: Gain
TCGA-D6-A4Z9-01	Gain	965.941	NKX2-1: Gain
TCGA-D6-A4ZB-01	Gain	2170.42	NKX2-1: Gain
TCGA-D6-A74Q-01	Gain	2036.25	NKX2-1: Gain
TCGA-DQ-5625-01	Gain	1899.6	NKX2-1: Gain
TCGA-DQ-7588-01	Gain	2675.42	NKX2-1: Gain
TCGA-DQ-7589-01	Gain	1750.68	NKX2-1: Gain
TCGA-DQ-7592-01	Gain	2010.67	NKX2-1: Gain
TCGA-DQ-7593-01	Gain	3314.73	NKX2-1: Gain
TCGA-F7-7848-01	Gain	1259.86	NKX2-1: Gain
TCGA-F7-A50I-01	Gain	2887.28	NKX2-1: Gain
TCGA-F7-A50J-01	Gain	1734.54	NKX2-1: Gain
TCGA-F7-A624-01	Gain	3689.18	NKX2-1: Gain
TCGA-HD-7753-01	Gain	1785.54	NKX2-1: Gain
TCGA-HD-7831-01	Gain	1859.39	NKX2-1: Gain
TCGA-HD-7917-01	Gain	2531.57	NKX2-1: Gain
TCGA-HD-A6HZ-01	Gain	1604.46	NKX2-1: Gain
TCGA-IQ-A61E-01	Gain	2360.46	NKX2-1: Gain
TCGA-IQ-A61J-01	Gain	1702.4	NKX2-1: Gain
TCGA-IQ-A6SH-01	Gain	1566.96	NKX2-1: Gain
TCGA-KU-A66T-01	Gain	2121.45	NKX2-1: Gain
TCGA-MT-A51W-01	Gain	1518.02	NKX2-1: Gain
TCGA-MT-A51X-01	Gain	1982.3	NKX2-1: Gain
TCGA-MT-A67D-01	Gain	1909.56	NKX2-1: Gain
TCGA-MZ-A6I9-01	Gain	2256.6	NKX2-1: Gain
TCGA-P3-A5Q6-01	Gain	3307.01	NKX2-1: Gain
TCGA-P3-A6SX-01	Gain	3771.13	NKX2-1: Gain
TCGA-P3-A6T3-01	Gain	1941.45	NKX2-1: Gain
TCGA-P3-A6T4-01	Gain	2465.87	NKX2-1: Gain
TCGA-P3-A6T7-01	Gain	2285.99	NKX2-1: Gain
TCGA-QK-A6IG-01	Gain	2402.48	NKX2-1: Gain
TCGA-QK-A6VB-01	Gain	2319.42	NKX2-1: Gain
TCGA-QK-A8Z9-01	Gain	2307.65	NKX2-1: Gain
TCGA-QK-A8ZA-01	Gain	3959.64	NKX2-1: Gain
TCGA-QK-AA3K-01	Gain	3215.24	NKX2-1: Gain
TCGA-RS-A6TO-01	Gain	1685.6	NKX2-1: Gain
TCGA-T2-A6WZ-01	Gain	3040.31	NKX2-1: Gain
TCGA-TN-A7HI-01	Gain	2989.81	NKX2-1: Gain
TCGA-UF-A71A-01	Gain	2463.77	NKX2-1: Gain
TCGA-UF-A7J9-01	Gain	1772.1	NKX2-1: Gain
TCGA-UF-A7JD-01	Gain	1961.34	NKX2-1: Gain
TCGA-UF-A7JH-01	Gain	2459.07	NKX2-1: Gain
TCGA-UF-A7JK-01	Gain	3187.88	NKX2-1: Gain
TCGA-UF-A7JO-01	Gain	2616.38	NKX2-1: Gain
TCGA-WA-A7GZ-01	Gain	1310.15	NKX2-1: Gain
TCGA-KL-8324-01	Gain	3418.23	NKX2-1: Gain
TCGA-KL-8327-01	Gain	3822.64	NKX2-1: Gain
TCGA-KL-8331-01	Gain	5011.36	NKX2-1: Gain
TCGA-KL-8341-01	Gain	4131.18	NKX2-1: Gain
TCGA-KL-8346-01	Gain	4106.28	NKX2-1: Gain
TCGA-KM-8438-01	Gain	4445.4	NKX2-1: Gain
TCGA-KM-8443-01	Gain	3736.1	NKX2-1: Gain
TCGA-KN-8419-01	Gain	3369.77	NKX2-1: Gain
TCGA-KN-8423-01	Gain	3753.68	NKX2-1: Gain
TCGA-KN-8425-01	Gain	3507.93	NKX2-1: Gain
TCGA-KN-8426-01	Gain	3912.2	NKX2-1: Gain
TCGA-KN-8428-01	Gain	4874.02	NKX2-1: Gain
TCGA-KN-8433-01	Gain	5920	NKX2-1: Gain
TCGA-KN-8436-01	Gain	3505.86	NKX2-1: Gain
TCGA-KO-8409-01	Gain	4812.33	NKX2-1: Gain
TCGA-KO-8410-01	Gain	2524.8	NKX2-1: Gain
TCGA-KO-8413-01	Gain	2864.79	NKX2-1: Gain
TCGA-KO-8414-01	Gain	3944.78	NKX2-1: Gain
TCGA-A3-3325-01	Gain	3556.77	NKX2-1: Gain
TCGA-A3-3374-01	Gain	4773.83	NKX2-1: Gain
TCGA-AK-3433-01	Gain	3217.34	NKX2-1: Gain
TCGA-AK-3440-01	Gain	3739.7	NKX2-1: Gain
TCGA-B0-4696-01	Gain	2776.01	NKX2-1: Gain
TCGA-B0-4699-01	Gain	3016.93	NKX2-1: Gain
TCGA-BP-4351-01	Gain	3077.13	NKX2-1: Gain
TCGA-BP-4770-01	Gain	3325.82	NKX2-1: Gain
TCGA-BP-4799-01	Gain	3852.82	NKX2-1: Gain
TCGA-BP-4994-01	Gain	3013.54	NKX2-1: Gain
TCGA-CJ-4901-01	Gain	3100.09	NKX2-1: Gain
TCGA-CJ-6028-01	Gain	3980.06	NKX2-1: Gain
TCGA-CZ-5460-01	Gain	3758.73	NKX2-1: Gain
TCGA-BQ-5880-01	Gain	4892.94	NKX2-1: Gain
TCGA-GL-7966-01	Gain	2835.12	NKX2-1: Gain
TCGA-AB-2820-03	Gain	1881.898831	NKX2-1: Gain
TCGA-AB-2952-03	Gain	3063.404978	NKX2-1: Gain
TCGA-CS-6665-01	Gain	1681.41	NKX2-1: Gain
TCGA-DB-5277-01	Gain	1645.49	NKX2-1: Gain
TCGA-DH-A669-01	Gain	1736.53	NKX2-1: Gain
TCGA-DU-6542-01	Gain	1831.57	NKX2-1: Gain
TCGA-DU-7019-01	Gain	1631.97	NKX2-1: Gain
TCGA-E1-5305-01	Gain	1719.9	NKX2-1: Gain
TCGA-HT-7477-01	Gain	1471.07	NKX2-1: Gain
TCGA-2Y-A9GW-01	Gain	4003.83	NKX2-1: Gain
TCGA-2Y-A9GZ-01	Gain	3857.34	NKX2-1: Gain
TCGA-2Y-A9H2-01	Gain	2758.2	NKX2-1: Gain
TCGA-2Y-A9H8-01	Gain	3529.25	NKX2-1: Gain
TCGA-3K-AAZ8-01	Gain	2923.75	NKX2-1: Gain
TCGA-BC-A217-01	Gain	3619.52	NKX2-1: Gain
TCGA-BC-A3KF-01	Gain	2943	NKX2-1: Gain
TCGA-BC-A3KG-01	Gain	4278.52	NKX2-1: Gain
TCGA-BD-A2L6-01	Gain	3823.98	NKX2-1: Gain
TCGA-BD-A3EP-01	Gain	5255.48	NKX2-1: Gain
TCGA-CC-5261-01	Gain	3936.94	NKX2-1: Gain
TCGA-CC-A3M9-01	Gain	3706.79	NKX2-1: Gain
TCGA-CC-A7IG-01	Gain	3092.89	NKX2-1: Gain
TCGA-DD-A114-01	Gain	2374.51	NKX2-1: Gain
TCGA-DD-A119-01	Gain	3481.31	NKX2-1: Gain
TCGA-DD-A1EI-01	Gain	2196.83	NKX2-1: Gain
TCGA-DD-A3A7-01	Gain	7507.06	NKX2-1: Gain
TCGA-DD-A4ND-01	Gain	4080.3	NKX2-1: Gain
TCGA-DD-AACB-01	Gain	4622.16	NKX2-1: Gain
TCGA-DD-AADL-01	Gain	3374.71	NKX2-1: Gain
